ID1,ID2,Distance
GQ372204,GQ372204,0
GU733716,GU733716,0
EU786679,EU786679,0
JF683761,JF683761,0
JQ028250,JQ028250,0
DQ093587,DQ093587,0
AY093605,AY093605,0
AF443077,AF443077,0
DQ823366,DQ823366,0
HM026455,HM026455,0
GQ371816,GQ371816,0
JF683763,JF683763,0
JF683763,JF683780,0.0137319
DQ093590,DQ093590,0
GQ372208,GQ372208,0
JQ028251,JQ028251,0
EU786681,EU786681,0
JQ028251,JQ302736,0.0114947
AF443078,AF443078,0
HM026456,HM026456,0
DQ823367,DQ823367,0
AY173951,AY173951,0
JF683764,JF683764,0
DQ093592,DQ093592,0
DQ823367,EF589042,0.0148849
DQ823367,EF589044,0.0128453
JQ028254,JQ028254,0
GQ372209,GQ372209,0
HM026457,HM026457,0
EU786681,KX228821,0
GQ371817,GQ371817,0
EU293446,EU293446,0
DQ383746,DQ383746,0
AY173952,AY173952,0
JF683765,JF683765,0
JF683765,JF683791,0.00673994
JF683765,JF683808,0.0101081
JQ028255,JQ028255,0
JQ028255,JQ028359,0.0121733
DQ093593,DQ093593,0
HM026459,HM026459,0
GQ372210,GQ372210,0
AF443079,AF443079,0
EU293448,EU293448,0
GQ371819,GQ371819,0
JQ028257,JQ028257,0
DQ383749,DQ383749,0
JQ028257,JQ302652,0.0121889
AY173955,AY173955,0
HM026460,HM026460,0
JQ028258,JQ028258,0
JF683767,JF683767,0
GQ372213,GQ372213,0
DQ093594,DQ093594,0
GQ371820,GQ371820,0
EU293450,EU293450,0
DQ383750,DQ383750,0
AF443081,AF443081,0
AB547464,AB547464,0
AY173957,AY173957,0
JQ028260,JQ028260,0
JF683768,JF683768,0
DQ093595,DQ093595,0
GQ371822,GQ371822,0
JQ028261,JQ028261,0
DQ383751,DQ383751,0
HM067748,HM067748,0
FJ195086,FJ195086,0
AF443083,AF443083,0
JQ028261,JQ302572,0.00469883
JQ028261,JQ302573,0.00875769
JQ028261,JQ302753,0.0163247
JQ028261,JX112857,0.0163068
JQ028261,KP178420,0.01638
JF683769,JF683769,0
GQ372215,GQ372215,0
JQ028264,JQ028264,0
AY173959,AY173959,0
JQ028264,JQ302565,0.0163016
DQ383752,DQ383752,0
GQ371823,GQ371823,0
JF683773,JF683773,0
EU547186,EU547186,0
AF443084,AF443084,0
JQ028265,JQ028265,0
DQ093596,DQ093596,0
FJ195089,FJ195089,0
FJ195089,JN692431,0.0155862
GQ372216,GQ372216,0
GQ371824,GQ371824,0
HM208366,HM208366,0
JQ028266,JQ028266,0
JF683774,JF683774,0
AY173960,AY173960,0
DQ487188,DQ487188,0
AF443085,AF443085,0
DQ093599,DQ093599,0
FJ195091,FJ195091,0
JQ028267,JQ028267,0
GU230137,GU230137,0
GQ372218,GQ372218,0
JF683775,JF683775,0
DQ487190,DQ487190,0
EU735534,EU735534,0
AF443086,AF443086,0
DQ093600,DQ093600,0
JQ028268,JQ028268,0
GQ371825,GQ371825,0
JQ028268,JQ028343,0.0156271
JQ028268,JQ028369,0.0162669
GU230138,GU230138,0
AJ519488,AJ519488,0
JF683776,JF683776,0
EU735535,EU735535,0
JQ028269,JQ028269,0
GQ372221,GQ372221,0
DQ400856,DQ400856,0
GQ371826,GQ371826,0
AF443087,AF443087,0
HQ026498,HQ026498,0
HQ026498,HQ026519,0.0156083
HQ026498,HQ026540,0.0149867
HQ026498,HQ026549,0.014268
HQ026498,HQ026566,0.0135737
JF683777,JF683777,0
EU735536,EU735536,0
JQ028270,JQ028270,0
DQ093601,DQ093601,0
HQ026498,KJ140248,0.0163195
HQ026498,KJ140252,0.0163391
HQ026498,KJ140256,0.0156416
HQ026498,KJ140257,0.0156865
HQ026498,KJ140259,0.0156615
HQ026498,KJ140260,0.014288
HQ026498,KJ140262,0.0149632
GQ372225,GQ372225,0
AJ519489,AJ519489,0
HQ026499,HQ026499,0
GQ371830,GQ371830,0
HQ026499,HQ026540,0.0128687
HQ026499,HQ026549,0.0149345
HQ026499,HQ026566,0.0128498
JF683779,JF683779,0
AB221125,AB221125,0
JQ028271,JQ028271,0
JQ028271,JQ028331,0.0141828
EU735538,EU735538,0
JQ028271,JQ302614,0.0155872
JQ028271,JQ302711,0.0163561
DQ093602,DQ093602,0
HM210885,HM210885,0
HM210885,HM210888,0.012853
JF683780,JF683780,0
GQ372227,GQ372227,0
JQ028272,JQ028272,0
GQ371832,GQ371832,0
HM210885,HQ026498,0.0163879
HM210885,HQ026499,0.0156417
HM210885,HQ026503,0.0142495
HM210885,HQ026518,0.0162807
HM210885,HQ026521,0.014915
HM210885,HQ026525,0.0135432
HM210885,HQ026527,0.0128568
HM210885,HQ026540,0.0108991
HM210885,HQ026541,0.0156441
HM210885,HQ026549,0.0101828
HM210885,HQ026550,0.0115318
HM210885,HQ026558,0.013551
HM210885,HQ026566,0.0094612
HQ026499,KJ140248,0.0156039
HQ026499,KJ140256,0.0149192
HQ026499,KJ140257,0.0163396
HQ026499,KJ140259,0.0163236
HQ026499,KJ140260,0.0149457
HQ026499,KJ140262,0.0156276
HM210885,JQ316126,0.0114782
HM210885,JQ316127,0.0149648
HM210885,JQ316130,0.014237
HM210885,JQ316133,0.0163031
AB253421,AB253421,0
EU735539,EU735539,0
HM210885,KF561442,0.0135559
AF443088,AF443088,0
HM210885,KJ140246,0.0149148
HM210885,KJ140247,0.0114987
HM210885,KJ140248,0.00946119
HM210885,KJ140250,0.00606736
HM210885,KJ140251,0.0122038
HM210885,KJ140252,0.00673681
HM210885,KJ140255,0.0115315
HM210885,KJ140256,0.00605653
HM210885,KJ140257,0.0047158
HM210885,KJ140259,0.00470637
HM210885,KJ140260,0.00336021
HM210885,KJ140261,0.00744675
HM210885,KJ140262,0.00538493
HM210885,KJ140264,0.0121632
HM210885,KJ140266,0.0155662
DQ093603,DQ093603,0
HQ026500,HQ026500,0
JQ028273,JQ028273,0
JQ028273,JQ235021,0.0169759
GQ372229,GQ372229,0
JF683781,JF683781,0
JQ028273,JQ901026,0.0155711
JQ028273,JQ901027,0.0169839
JQ028273,JQ901073,0.0155977
HM210888,HM210888,0
HM210888,HQ026521,0.0169425
HM210888,HQ026540,0.0142347
HM210888,HQ026549,0.0135343
HM210888,HQ026550,0.016274
HM210888,HQ026566,0.0128348
JQ028273,KF250372,0.0162669
HM210888,JQ316130,0.0162665
AB253429,AB253429,0
GQ371834,GQ371834,0
EU735540,EU735540,0
HQ026502,HQ026502,0
AF443089,AF443089,0
HM210888,KJ140247,0.0162547
HM210888,KJ140248,0.0142068
HM210888,KJ140250,0.0149127
HM210888,KJ140251,0.0169577
HM210888,KJ140252,0.0142168
HM210888,KJ140256,0.0135232
HM210888,KJ140257,0.013543
HM210888,KJ140259,0.0135337
HM210888,KJ140260,0.0121648
HM210888,KJ140261,0.0163195
HM210888,KJ140262,0.0128454
GQ372232,GQ372232,0
JQ028275,JQ028275,0
JF683782,JF683782,0
AY247251,AY247251,0
HQ026503,HQ026503,0
HQ026503,HQ026540,0.0142498
HQ026503,HQ026549,0.0135462
HQ026503,HQ026550,0.0162878
HQ026503,HQ026558,0.0169286
HQ026503,HQ026566,0.0114782
GQ371839,GQ371839,0
HQ026503,JQ316130,0.0148929
AB253656,AB253656,0
JQ028276,JQ028276,0
DQ093604,DQ093604,0
FJ213780,FJ213780,0
HQ026503,KJ140247,0.0162649
HQ026503,KJ140248,0.0142164
HQ026503,KJ140250,0.0163191
AF443090,AF443090,0
HQ026503,KJ140251,0.0155853
HQ026503,KJ140252,0.0156121
HQ026503,KJ140256,0.0135335
HQ026503,KJ140257,0.0149443
HQ026503,KJ140259,0.0149296
HQ026503,KJ140260,0.0135565
HQ026503,KJ140262,0.0142366
GQ372233,GQ372233,0
HQ026507,HQ026507,0
JF683784,JF683784,0
AY247251,KT124770,0
GQ371841,GQ371841,0
AB097865,AB097865,0
AB286852,AB286852,0
GQ372235,GQ372235,0
FJ213781,FJ213781,0
HQ026508,HQ026508,0
AF443091,AF443091,0
JQ028278,JQ028278,0
GQ371842,GQ371842,0
AB097867,AB097867,0
JF683785,JF683785,0
AB286856,AB286856,0
GQ372239,GQ372239,0
HQ026510,HQ026510,0
HQ026510,HQ026549,0.0149415
DQ093605,DQ093605,0
FJ213782,FJ213782,0
AF443092,AF443092,0
JQ028279,JQ028279,0
HQ026510,KJ140257,0.0163439
HQ026510,KJ140260,0.0163435
JQ028279,JQ302693,0.0169861
GQ371847,GQ371847,0
HQ026511,HQ026511,0
AB097870,AB097870,0
JF683786,JF683786,0
GQ372244,GQ372244,0
JF683786,JF683806,0.0101846
DQ093606,DQ093606,0
JQ028281,JQ028281,0
JQ028281,JQ028381,0.0155827
JQ028281,JQ302588,0.0135757
JQ028281,JQ302630,0.0121563
JQ028281,JQ302737,0.0115071
JQ028281,JQ302738,0.0122164
JQ028281,JQ302740,0.0142243
JQ028281,JQ302741,0.0149244
EU693240,EU693240,0
HQ026512,HQ026512,0
GQ371853,GQ371853,0
JQ028282,JQ028282,0
AB097871,AB097871,0
AB286857,AB286857,0
JQ028282,JQ302567,0.013575
DQ164104,DQ164104,0
JQ028282,JQ302755,0.0108073
GQ372245,GQ372245,0
JF683789,JF683789,0
HQ026512,KX692736,0.012852
HQ026516,HQ026516,0
JQ028283,JQ028283,0
JQ028283,JQ028381,0.0155686
EU861977,EU861977,0
JQ028283,JQ302630,0.0148734
JQ028283,JQ302737,0.015608
JQ028283,JQ302740,0.0169536
DQ164106,DQ164106,0
AB286862,AB286862,0
AF443093,AF443093,0
HQ026518,HQ026518,0
HQ026518,HQ026525,0.0108103
HQ026518,HQ026527,0.0101208
HQ026518,HQ026549,0.0169721
HQ026518,HQ026550,0.0149028
HQ026518,HQ026566,0.0148951
GQ371855,GQ371855,0
JF683790,JF683790,0
GQ371855,KC473824,0.0115282
HQ026518,KF561442,0.0169668
JQ028284,JQ028284,0
JQ028284,JQ028381,0.0162718
HQ026518,KJ140247,0.0162914
HQ026518,KJ140248,0.0128605
HQ026518,KJ140251,0.0162864
HQ026518,KJ140255,0.0169713
HQ026518,KJ140256,0.0162943
HQ026518,KJ140260,0.0169722
GQ372246,GQ372246,0
FJ469682,FJ469682,0
FJ469682,FJ469720,0.0155926
FJ469682,FJ469724,0.016262
HQ026519,HQ026519,0
JQ028284,JQ302630,0.0162617
AB097872,AB097872,0
DQ164110,DQ164110,0
JQ028284,JQ302737,0.0163067
AB287364,AB287364,0
AF443094,AF443094,0
GQ371856,GQ371856,0
JF683791,JF683791,0
JF683791,JF683808,0.0101081
JQ028285,JQ028285,0
FJ469683,FJ469683,0
GQ372248,GQ372248,0
DQ164113,DQ164113,0
HQ026519,KJ140260,0.0163395
AB287366,AB287366,0
JF683792,JF683792,0
HQ026521,HQ026521,0
HQ026521,HQ026540,0.0149153
HQ026521,HQ026549,0.0128426
HQ026521,HQ026550,0.0155751
HQ026521,HQ026566,0.0135211
JQ028287,JQ028287,0
AF529573,AF529573,0
AB287366,AB874168,0.0149787
GQ371858,GQ371858,0
GQ372252,GQ372252,0
HQ026521,KJ140247,0.0155815
HQ026521,KJ140248,0.014893
HQ026521,KJ140250,0.0155938
HQ026521,KJ140251,0.0162732
HQ026521,KJ140252,0.0149024
HQ026521,KJ140255,0.0169868
HQ026521,KJ140256,0.0142069
HQ026521,KJ140257,0.0142236
HQ026521,KJ140259,0.0142167
HQ026521,KJ140260,0.0128454
HQ026521,KJ140261,0.0156081
HQ026521,KJ140262,0.0135285
DQ164114,DQ164114,0
FJ469684,FJ469684,0
JF683793,JF683793,0
AB287370,AB287370,0
HQ026525,HQ026525,0
HQ026525,HQ026527,0.0101101
HQ026525,HQ026540,0.0149285
HQ026525,HQ026549,0.0142246
HQ026525,HQ026550,0.0135292
HQ026525,HQ026558,0.0162308
HQ026525,HQ026566,0.0135202
JQ028289,JQ028289,0
JQ028289,JQ028302,0.015577
AF443095,AF443095,0
JQ028289,JF719818,0.0142296
HQ026525,JQ316130,0.0169526
GQ372253,GQ372253,0
HQ026525,KF561442,0.0155819
FJ469686,FJ469686,0
DQ164115,DQ164115,0
HQ026525,KJ140246,0.0169673
HQ026525,KJ140247,0.0135212
HQ026525,KJ140248,0.011483
HQ026525,KJ140251,0.0128432
HQ026525,KJ140252,0.0162921
HQ026525,KJ140255,0.0142241
HQ026525,KJ140256,0.0135393
HQ026525,KJ140257,0.0156235
HQ026525,KJ140259,0.0156089
HQ026525,KJ140260,0.0142347
HQ026525,KJ140262,0.0149154
JF683794,JF683794,0
GQ371861,GQ371861,0
HQ026527,HQ026527,0
HQ026527,HQ026540,0.0156257
HQ026527,HQ026541,0.0155821
HQ026527,HQ026549,0.0135399
HQ026527,HQ026550,0.0128572
HQ026527,HQ026558,0.0169229
HQ026527,HQ026566,0.0128458
HQ026527,HQ026614,0.0169842
HQ026527,JQ316127,0.0169523
HQ026527,JQ316133,0.0162957
AB287376,AB287376,0
AY308762,AY308762,0
HQ026527,KF561442,0.0162812
GQ372256,GQ372256,0
HQ026527,KJ140247,0.014216
HQ026527,KJ140248,0.0108048
HQ026527,KJ140250,0.0163043
HQ026527,KJ140251,0.0149117
HQ026527,KJ140252,0.0156052
HQ026527,KJ140255,0.0135394
HQ026527,KJ140256,0.0128591
HQ026527,KJ140257,0.0149308
HQ026527,KJ140259,0.0149201
HQ026527,KJ140260,0.0135462
HQ026527,KJ140262,0.0142287
AF443096,AF443096,0
GQ371862,GQ371862,0
DQ164117,DQ164117,0
FJ469686,KT124748,0.00470011
HQ026528,HQ026528,0
FJ469689,FJ469689,0
JQ028290,JQ028290,0
JF683795,JF683795,0
AB287379,AB287379,0
AB221005,AB221005,0
GQ372261,GQ372261,0
JQ028291,JQ028291,0
GQ371865,GQ371865,0
FJ469690,FJ469690,0
AF443097,AF443097,0
JF683796,JF683796,0
AB254145,AB254145,0
AB254145,AB254146,0.000668805
HQ026532,HQ026532,0
JQ028292,JQ028292,0
JQ028292,JF719818,0.0148786
GQ372262,GQ372262,0
FJ469691,FJ469691,0
DQ164119,DQ164119,0
JF683798,JF683798,0
AB254146,AB254146,0
GQ371867,GQ371867,0
AF443100,AF443100,0
AY227107,AY227107,0
JQ028293,JQ028293,0
GQ372263,GQ372263,0
FJ469692,FJ469692,0
JF683799,JF683799,0
DQ853436,DQ853436,0
JQ028294,JQ028294,0
HQ026540,HQ026540,0
HQ026540,HQ026541,0.0142517
HQ026540,HQ026549,0.0101831
HQ026540,HQ026550,0.011532
HQ026540,HQ026558,0.0135512
HQ026540,HQ026566,0.00809167
AF443101,AF443101,0
HQ026540,JQ316127,0.0149651
HQ026540,JQ316130,0.0128565
HQ026540,JQ316134,0.0162774
GQ371870,GQ371870,0
DQ164120,DQ164120,0
GQ372265,GQ372265,0
HQ026540,KF561442,0.0149445
FJ469693,FJ469693,0
HQ026540,KJ140246,0.0163034
HQ026540,KJ140247,0.0128803
HQ026540,KJ140248,0.0108378
HQ026540,KJ140250,0.0129674
HQ026540,KJ140251,0.0122041
HQ026540,KJ140252,0.0122399
HQ026540,KJ140255,0.0129195
HQ026540,KJ140256,0.0101658
HQ026540,KJ140257,0.0115949
HQ026540,KJ140259,0.0115683
HQ026540,KJ140260,0.0102051
HQ026540,KJ140261,0.0143944
HQ026540,KJ140262,0.0108743
HQ026540,KJ140264,0.0163228
JF683800,JF683800,0
JQ028297,JQ028297,0
DQ853463,DQ853463,0
AF539404,AF539404,0
HQ026541,HQ026541,0
HQ026541,HQ026546,0.0162931
HQ026541,HQ026549,0.0121924
HQ026541,HQ026550,0.0149284
HQ026541,HQ026558,0.01693
HQ026541,HQ026566,0.0135336
GQ372275,GQ372275,0
JF683801,JF683801,0
FJ469694,FJ469694,0
JQ028298,JQ028298,0
GQ371871,GQ371871,0
AF443102,AF443102,0
HQ026541,KF561442,0.0156084
HQ026541,KJ140247,0.0135428
HQ026541,KJ140248,0.012853
HQ026541,KJ140251,0.0156064
HQ026541,KJ140255,0.0142504
HQ026541,KJ140256,0.0135566
HQ026541,KJ140257,0.0163433
HQ026541,KJ140259,0.0163204
HQ026541,KJ140260,0.0149467
HQ026541,KJ140262,0.015623
DQ164126,DQ164126,0
DQ676872,DQ676872,0
HQ026546,HQ026546,0
HQ026546,HQ026549,0.016306
HQ026546,HQ026550,0.0163056
HQ026546,HQ026566,0.0155864
FJ469696,FJ469696,0
GQ372283,GQ372283,0
JQ028299,JQ028299,0
HQ026546,KF561442,0.0163083
JQ028299,JF719818,0.0169815
HQ026546,KJ140247,0.0142379
HQ026546,KJ140248,0.0142291
HQ026546,KJ140251,0.0169878
HQ026546,KJ140255,0.0156302
HQ026546,KJ140256,0.0149314
HQ026546,KJ140260,0.0163211
AJ508595,AJ508595,0
AF443103,AF443103,0
GQ371874,GQ371874,0
HQ026549,HQ026549,0
HQ026549,HQ026550,0.0122053
HQ026549,HQ026558,0.0128435
HQ026549,HQ026566,0.00876646
DQ676875,DQ676875,0
HQ026549,JQ316126,0.0163039
HQ026549,JQ316127,0.0156416
HQ026549,JQ316129,0.016272
HQ026549,JQ316130,0.0135394
HQ026549,JQ316133,0.0155987
FJ469697,FJ469697,0
JQ028302,JQ028302,0
JQ028302,JQ028304,0.0169222
HQ026549,KF561442,0.0142348
DQ164127,DQ164127,0
JQ028302,JQ028388,0.0148715
JQ028302,JF719818,0.00875077
HQ026549,KJ140246,0.0155987
HQ026549,KJ140247,0.012175
HQ026549,KJ140248,0.0101362
HQ026549,KJ140250,0.00947701
HQ026549,KJ140251,0.0128798
HQ026549,KJ140252,0.00877671
HQ026549,KJ140255,0.0135929
HQ026549,KJ140256,0.0094618
HQ026549,KJ140257,0.00949242
HQ026549,KJ140259,0.00947513
HQ026549,KJ140260,0.0081164
HQ026549,KJ140261,0.0108749
HQ026549,KJ140262,0.00878799
JQ028302,AB746344,0.0121323
GQ372286,GQ372286,0
JQ028302,JQ302586,0.0163249
JQ028302,JQ302602,0.0162492
JQ028302,JQ302638,0.0169202
HQ026550,HQ026550,0
HQ026550,HQ026558,0.0142006
HQ026550,HQ026566,0.00945119
AY352656,AY352656,0
AF443104,AF443104,0
JQ028302,KC914396,0.0148683
JQ028302,KF835506,0.0169283
HQ026550,JQ316127,0.0163021
HQ026550,JQ316130,0.016278
HQ026550,JQ316133,0.0155984
FJ469698,FJ469698,0
HQ026550,KF561442,0.0114784
GQ371879,GQ371879,0
HQ026550,KJ140246,0.0128422
HQ026550,KJ140247,0.00943234
HQ026550,KJ140248,0.00605662
HQ026550,KJ140250,0.0149915
HQ026550,KJ140251,0.00875783
HQ026550,KJ140252,0.0142674
HQ026550,KJ140255,0.0114992
HQ026550,KJ140256,0.0108383
HQ026550,KJ140257,0.0136161
HQ026550,KJ140259,0.0135922
HQ026550,KJ140260,0.0122246
HQ026550,KJ140261,0.0164191
HQ026550,KJ140262,0.0128974
JQ028304,JQ028304,0
DQ676879,DQ676879,0
HQ026551,HQ026551,0
JF683802,JF683802,0
DQ164129,DQ164129,0
GQ372288,GQ372288,0
JQ028305,JQ028305,0
FJ469699,FJ469699,0
AF443105,AF443105,0
HQ026558,HQ026558,0
HQ026558,HQ026566,0.0135091
AY352657,AY352657,0
HQ026558,JQ316130,0.0155465
JF683803,JF683803,0
GQ371881,GQ371881,0
HQ026558,KF561442,0.0162372
HQ026558,KJ140247,0.0141806
HQ026558,KJ140248,0.0121374
HQ026558,KJ140250,0.0156183
HQ026558,KJ140251,0.014877
HQ026558,KJ140252,0.0148999
HQ026558,KJ140255,0.0155833
HQ026558,KJ140256,0.0142115
HQ026558,KJ140257,0.0142443
HQ026558,KJ140259,0.0142243
HQ026558,KJ140260,0.0128594
HQ026558,KJ140262,0.0135327
GQ372290,GQ372290,0
JQ028306,JQ028306,0
DQ275645,DQ275645,0
DQ676881,DQ676881,0
HQ026566,HQ026566,0
HQ026566,JQ316126,0.0156058
HQ026566,JQ316127,0.014912
HQ026566,JQ316129,0.0162648
HQ026566,JQ316130,0.0114741
HQ026566,JQ316134,0.0162908
FJ469700,FJ469700,0
HQ026566,KF561442,0.0135228
JQ028307,JQ028307,0
HQ026566,KJ140246,0.0148929
HQ026566,KJ140247,0.0114696
HQ026566,KJ140248,0.00808246
HQ026566,KJ140250,0.0115128
HQ026566,KJ140251,0.0121646
HQ026566,KJ140252,0.0108128
HQ026566,KJ140255,0.0128646
HQ026566,KJ140256,0.00875772
HQ026566,KJ140257,0.0101486
HQ026566,KJ140259,0.0101358
HQ026566,KJ140260,0.00877548
HQ026566,KJ140261,0.0129149
HQ026566,KJ140262,0.00945006
GQ371882,GQ371882,0
DQ275647,DQ275647,0
AF443108,AF443108,0
HQ026614,HQ026614,0
DQ676886,DQ676886,0
JF683804,JF683804,0
GQ372291,GQ372291,0
FJ469702,FJ469702,0
AY255823,AY255823,0
JQ028310,JQ028310,0
JQ028310,JQ302659,0.00537236
HQ026615,HQ026615,0
GQ371883,GQ371883,0
JF683805,JF683805,0
HQ026615,AB873959,0.0169707
AF443110,AF443110,0
EF036527,EF036527,0
AY255824,AY255824,0
DQ275648,DQ275648,0
JQ028312,JQ028312,0
GQ372294,GQ372294,0
HQ026622,HQ026622,0
GQ371886,GQ371886,0
FJ469703,FJ469703,0
JQ028314,JQ028314,0
JQ028314,JQ028345,0.0128422
HQ026623,HQ026623,0
AY255825,AY255825,0
AF443113,AF443113,0
JF683806,JF683806,0
GQ372296,GQ372296,0
DQ275649,DQ275649,0
EF036528,EF036528,0
GQ371887,GQ371887,0
HQ026625,HQ026625,0
JQ028316,JQ028316,0
JQ028316,JQ028382,0.0149613
JQ028316,JQ235012,0.0122144
JQ028316,JQ235014,0.0128768
JQ028316,JQ235020,0.0156215
JQ028316,JQ235021,0.00950196
JQ028316,JQ901024,0.016938
JQ028316,JQ901026,0.00875788
JQ028316,JQ901027,0.0101463
JQ028316,JQ901072,0.00947495
JQ028316,JQ901073,0.0087656
JQ028316,JQ901076,0.00877265
JQ028316,JQ901094,0.0128586
JQ028316,JQ901095,0.0121752
JQ028316,JX960600,0.0142156
JQ028316,JX960602,0.0149109
JQ028316,JQ302604,0.0121651
FJ469704,FJ469704,0
AY255826,AY255826,0
JQ028316,KF250372,0.00944373
JQ028316,KP178424,0.0115215
AF443115,AF443115,0
GQ372303,GQ372303,0
JQ028316,KU050218,0.0122306
EF036531,EF036531,0
JQ028322,JQ028322,0
HQ026630,HQ026630,0
GQ371890,GQ371890,0
JQ028322,JQ302580,0.0162752
FJ469705,FJ469705,0
JQ028323,JQ028323,0
JQ028323,JQ028356,0.0163225
AY561238,AY561238,0
HQ225812,HQ225812,0
JF683807,JF683807,0
JQ028323,JQ302628,0.016972
AF133821,AF133821,0
EF036535,EF036535,0
GQ371893,GQ371893,0
DQ275650,DQ275650,0
GQ372304,GQ372304,0
HQ385477,HQ385477,0
JF683808,JF683808,0
AY561239,AY561239,0
FJ469706,FJ469706,0
AJ249235,AJ249235,0
AB287004,AB287004,0
GQ371894,GQ371894,0
JF683809,JF683809,0
HQ385478,HQ385478,0
GQ372305,GQ372305,0
FJ469707,FJ469707,0
AY561242,AY561242,0
JQ028326,JQ028326,0
JQ028326,JQ302594,0.00944265
JQ028326,JQ302660,0.0121887
JQ028326,JQ302687,0.0156003
DQ275653,DQ275653,0
AJ249236,AJ249236,0
HQ215553,HQ215553,0
HM776939,HM776939,0
HQ215553,JQ235009,0.0121968
GQ371895,GQ371895,0
HQ215553,JQ901028,0.01559
JQ028327,JQ028327,0
FJ469708,FJ469708,0
GQ372306,GQ372306,0
AB286849,AB286849,0
AY253303,AY253303,0
HQ215554,HQ215554,0
EU839596,EU839596,0
AJ249237,AJ249237,0
GQ371899,GQ371899,0
JQ028328,JQ028328,0
FJ469709,FJ469709,0
HQ215555,HQ215555,0
DQ275654,DQ275654,0
HQ215555,JQ901034,0.0149526
HQ215555,JQ901050,0.0163257
HQ215555,JQ901064,0.0142524
GQ372307,GQ372307,0
HQ215555,JX112801,0.0169711
AY253304,AY253304,0
EU839597,EU839597,0
AJ249239,AJ249239,0
GQ371900,GQ371900,0
JQ028329,JQ028329,0
FJ469710,FJ469710,0
GQ372313,GQ372313,0
AY253306,AY253306,0
EU839598,EU839598,0
HQ215556,HQ215556,0
JQ028330,JQ028330,0
DQ275655,DQ275655,0
JQ028330,JQ901043,0.016313
JQ028330,JQ901085,0.0128486
AF075703,AF075703,0
JQ028330,JQ302575,0.0135476
FJ469711,FJ469711,0
GQ371901,GQ371901,0
JQ028331,JQ028331,0
GQ372314,GQ372314,0
AY253307,AY253307,0
JQ028331,JQ302587,0.0163223
JQ028331,JQ302614,0.00943743
