Subtype	Country	No. Seqs	Mean PWD	k	ADCL
53_01B	MY	4	0.033851173	1	0.029939563
55_01B	CN	8	0.020910335	1	0.015942338
56_cpx	FR	4	0.00300489	1	0.002358464
58_01B	MY	6	0.023505102	1	0.023095927
59_01B	CN	8	0.020618858	1	0.016922564
60_BC	IT	3	0.022255819	1	0.019908824
61_BC	CN	3	0.012090269	1	0.011732531
62_BC	CN	3	0.017884026	1	0.017709493
63_02A1	RU	10	0.011381397	1	0.009046483
64_BC	CN	3	0.032549209	1	0.026865914
65_cpx	CN	5	0.02505711	1	0.020303436
68_01B	CN	3	0.009236219	1	0.008167126
69_01B	JP	7	0.022399652	1	0.012751674
74_01B	MY	3	0.032107644	1	0.029411081
77_cpx	MY	4	0.021803735	1	0.01678587
78_cpx	CN	3	0.032985736	1	0.02945893
82_cpx	MM	6	0.011783277	1	0.010768044
83_cpx	MM	11	0.011437365	1	0.008863335
85_BC	CN	10	0.023031528	1	0.017501314
86_BC	CN	3	0.035884534	1	0.031451466
86_BC	CN	3	0.035884534	2	0.027018398
87_cpx	CN	3	0.026402469	1	0.025787799
A1	CD	4	0.07763096	1	0.068739241
A1	CD	4	0.07763096	2	0.059467935
A1	CD	4	0.07763096	3	0.054614008
A1	CM	19	0.059093797	1	0.053452288
A1	CM	19	0.059093797	2	0.048169187
A1	CM	19	0.059093797	3	0.044907398
A1	CM	19	0.059093797	4	0.042393938
A1	CM	19	0.059093797	5	0.039831577
A1	CM	19	0.059093797	6	0.036752174
A1	CM	19	0.059093797	7	0.033759826
A1	CM	19	0.059093797	8	0.032115093
A1	CM	19	0.059093797	9	0.030861638
A1	CM	19	0.059093797	10	0.029042651
A1	CY	32	0.074165204	1	0.052102227
A1	CY	32	0.074165204	2	0.040624374
A1	CY	32	0.074165204	3	0.035266311
A1	CY	32	0.074165204	4	0.032932316
A1	CY	32	0.074165204	5	0.031309061
A1	CY	32	0.074165204	6	0.029752362
A1	ES	3	0.048540178	1	0.038538123
A1	ES	3	0.048540178	2	0.028536069
A1	IN	6	0.031851993	1	0.03032974
A1	IN	6	0.031851993	2	0.028976
A1	KE	84	0.061681953	1	0.051547668
A1	KE	84	0.061681953	2	0.049972563
A1	KE	84	0.061681953	3	0.049142681
A1	KE	84	0.061681953	4	0.048585227
A1	KE	84	0.061681953	5	0.047960493
A1	KE	84	0.061681953	6	0.047519377
A1	KE	84	0.061681953	7	0.047042759
A1	KE	84	0.061681953	8	0.046798934
A1	KE	84	0.061681953	9	0.046550444
A1	KE	84	0.061681953	10	0.046139255
A1	KE	84	0.061681953	11	0.045975716
A1	KE	84	0.061681953	12	0.045899586
A1	KE	84	0.061681953	13	0.045742608
A1	KE	84	0.061681953	14	0.045625562
A1	KE	84	0.061681953	15	0.045471991
A1	KE	84	0.061681953	16	0.045320182
A1	KE	84	0.061681953	17	0.045124416
A1	KE	84	0.061681953	18	0.044915853
A1	KE	84	0.061681953	19	0.044812604
A1	KE	84	0.061681953	20	0.04469623
A1	KE	84	0.061681953	21	0.044588657
A1	KE	84	0.061681953	22	0.044438436
A1	KE	84	0.061681953	23	0.044347469
A1	KE	84	0.061681953	24	0.044155418
A1	KE	84	0.061681953	25	0.044077056
A1	KE	84	0.061681953	26	0.043916533
A1	KE	84	0.061681953	27	0.043703291
A1	KE	84	0.061681953	28	0.043619452
A1	KE	84	0.061681953	29	0.043463855
A1	KE	84	0.061681953	30	0.043330288
A1	KE	84	0.061681953	31	0.043212125
A1	KE	84	0.061681953	32	0.043096019
A1	KE	84	0.061681953	33	0.042945496
A1	KE	84	0.061681953	34	0.042819625
A1	KE	84	0.061681953	35	0.04271702
A1	KE	84	0.061681953	36	0.042532567
A1	KE	84	0.061681953	37	0.042355941
A1	KE	84	0.061681953	38	0.04215597
A1	KE	84	0.061681953	39	0.042033488
A1	KE	84	0.061681953	40	0.041887904
A1	KE	84	0.061681953	41	0.04169657
A1	KE	84	0.061681953	42	0.04154814
A1	KE	84	0.061681953	43	0.04141768
A1	KE	84	0.061681953	44	0.041364123
A1	KE	84	0.061681953	45	0.041221506
A1	KE	84	0.061681953	46	0.041041986
A1	KE	84	0.061681953	47	0.040841837
A1	KE	84	0.061681953	48	0.040737632
A1	KE	84	0.061681953	49	0.040464081
A1	KE	84	0.061681953	50	0.040269208
A1	KE	84	0.061681953	51	0.040031539
A1	KE	84	0.061681953	52	0.039900149
A1	KE	84	0.061681953	53	0.039698439
A1	KE	84	0.061681953	54	0.039433714
A1	KE	84	0.061681953	55	0.039122394
A1	KE	84	0.061681953	56	0.038953092
A1	KE	84	0.061681953	57	0.038686745
A1	KE	84	0.061681953	58	0.038411234
A1	KE	84	0.061681953	59	0.038251436
A1	KE	84	0.061681953	60	0.038016861
A1	KE	84	0.061681953	61	0.037744853
A1	KE	84	0.061681953	62	0.037330268
A1	KE	84	0.061681953	63	0.036967561
A1	KE	84	0.061681953	64	0.036660823
A1	KE	84	0.061681953	65	0.036357781
A1	KE	84	0.061681953	66	0.035958253
A1	KE	84	0.061681953	67	0.035621998
A1	KE	84	0.061681953	68	0.035011054
A1	KE	84	0.061681953	69	0.034485608
A1	KE	84	0.061681953	70	0.033927737
A1	KE	84	0.061681953	71	0.033275452
A1	KE	84	0.061681953	72	0.032552281
A1	KE	84	0.061681953	73	0.031485495
A1	KE	84	0.061681953	74	0.030383022
A1	KE	84	0.061681953	75	0.029341812
A1	KZ	6	0.011744544	1	0.01003659
A1	PK	19	0.051551245	1	0.043369913
A1	PK	19	0.051551245	2	0.039339129
A1	PK	19	0.051551245	3	0.035104089
A1	PK	19	0.051551245	4	0.031903333
A1	PK	19	0.051551245	5	0.031020962
A1	PK	19	0.051551245	6	0.029919685
A1	RU	19	0.029101489	1	0.021284222
A1	RW	11	0.064273684	1	0.056171495
A1	RW	11	0.064273684	2	0.047906547
A1	RW	11	0.064273684	3	0.041891795
A1	RW	11	0.064273684	4	0.038206094
A1	RW	11	0.064273684	5	0.03451129
A1	RW	11	0.064273684	6	0.030188666
A1	RW	11	0.064273684	7	0.024858909
A1	SE	4	0.056560552	1	0.054600088
A1	SE	4	0.056560552	2	0.049730595
A1	SE	4	0.056560552	3	0.047376331
A1	SN	3	0.02998413	1	0.022853762
A1	TZ	30	0.057746714	1	0.050929975
A1	TZ	30	0.057746714	2	0.048551473
A1	TZ	30	0.057746714	3	0.047450923
A1	TZ	30	0.057746714	4	0.046357408
A1	TZ	30	0.057746714	5	0.045726553
A1	TZ	30	0.057746714	6	0.045406926
A1	TZ	30	0.057746714	7	0.045122722
A1	TZ	30	0.057746714	8	0.044778176
A1	TZ	30	0.057746714	9	0.04447628
A1	TZ	30	0.057746714	10	0.04427465
A1	TZ	30	0.057746714	11	0.043853559
A1	TZ	30	0.057746714	12	0.043718578
A1	TZ	30	0.057746714	13	0.043232324
A1	TZ	30	0.057746714	14	0.042834845
A1	TZ	30	0.057746714	15	0.042590902
A1	TZ	30	0.057746714	16	0.042112319
A1	TZ	30	0.057746714	17	0.041882686
A1	TZ	30	0.057746714	18	0.041607978
A1	TZ	30	0.057746714	19	0.041079744
A1	TZ	30	0.057746714	20	0.040620769
A1	TZ	30	0.057746714	21	0.040170426
A1	TZ	30	0.057746714	22	0.039613619
A1	TZ	30	0.057746714	23	0.038782769
A1	TZ	30	0.057746714	24	0.03818581
A1	TZ	30	0.057746714	25	0.037428123
A1	TZ	30	0.057746714	26	0.036476299
A1	TZ	30	0.057746714	27	0.034904568
A1	TZ	30	0.057746714	28	0.031934201
A1	TZ	30	0.057746714	29	0.022993972
A1	UA	21	0.031464559	1	0.020818498
A1	UG	24	0.066565651	1	0.057299278
A1	UG	24	0.066565651	2	0.052821992
A1	UG	24	0.066565651	3	0.049716625
A1	UG	24	0.066565651	4	0.048349318
A1	UG	24	0.066565651	5	0.046916966
A1	UG	24	0.066565651	6	0.04592958
A1	UG	24	0.066565651	7	0.045170296
A1	UG	24	0.066565651	8	0.044583018
A1	UG	24	0.066565651	9	0.043985219
A1	UG	24	0.066565651	10	0.04343375
A1	UG	24	0.066565651	11	0.043012683
A1	UG	24	0.066565651	12	0.042397393
A1	UG	24	0.066565651	13	0.041660079
A1	UG	24	0.066565651	14	0.040874566
A1	UG	24	0.066565651	15	0.040033476
A1	UG	24	0.066565651	16	0.038726794
A1	UG	24	0.066565651	17	0.03769072
A1	UG	24	0.066565651	18	0.036010003
A1	UG	24	0.066565651	19	0.034311277
A1	UG	24	0.066565651	20	0.032292964
A1	UG	24	0.066565651	21	0.029209096
A1	UZ	8	0.004947884	1	0.004611526
A1	ZA	5	0.068804161	1	0.055626928
A1	ZA	5	0.068804161	2	0.046504347
A1	ZA	5	0.068804161	3	0.036078542
A1	ZA	5	0.068804161	4	0.033794639
B	AR	14	0.062130879	1	0.05548505
B	AR	14	0.062130879	2	0.053992768
B	AR	14	0.062130879	3	0.053488718
B	AR	14	0.062130879	4	0.052908673
B	AR	14	0.062130879	5	0.052201458
B	AR	14	0.062130879	6	0.051057671
B	AR	14	0.062130879	7	0.050482965
B	AR	14	0.062130879	8	0.05023804
B	AR	14	0.062130879	9	0.04904553
B	AR	14	0.062130879	10	0.047460969
B	AR	14	0.062130879	11	0.0444327
B	AR	14	0.062130879	12	0.041121556
B	AR	14	0.062130879	13	0.034112409
B	AU	57	0.047352858	1	0.035784589
B	AU	57	0.047352858	2	0.034283832
B	AU	57	0.047352858	3	0.033601461
B	AU	57	0.047352858	4	0.032118591
B	AU	57	0.047352858	5	0.031491537
B	AU	57	0.047352858	6	0.031121756
B	AU	57	0.047352858	7	0.030738985
B	AU	57	0.047352858	8	0.03036871
B	AU	57	0.047352858	9	0.030103142
B	AU	57	0.047352858	10	0.029813924
B	BR	229	0.069884763	1	0.056736889
B	BR	229	0.069884763	2	0.054716136
B	BR	229	0.069884763	3	0.054029665
B	BR	229	0.069884763	4	0.053699208
B	BR	229	0.069884763	5	0.053287617
B	BR	229	0.069884763	6	0.052986862
B	BR	229	0.069884763	7	0.052717193
B	BR	229	0.069884763	8	0.052509911
B	BR	229	0.069884763	9	0.052336483
B	BR	229	0.069884763	10	0.052058555
B	BR	229	0.069884763	11	0.051818885
B	BR	229	0.069884763	12	0.051540794
B	BR	229	0.069884763	13	0.051308066
B	BR	229	0.069884763	14	0.051081918
B	BR	229	0.069884763	15	0.050914433
B	BR	229	0.069884763	16	0.050646992
B	BR	229	0.069884763	17	0.050524984
B	BR	229	0.069884763	18	0.050037184
B	BR	229	0.069884763	19	0.049887461
B	BR	229	0.069884763	20	0.049719288
B	BR	229	0.069884763	21	0.049583422
B	BR	229	0.069884763	22	0.049463815
B	BR	229	0.069884763	23	0.049346471
B	BR	229	0.069884763	24	0.049285418
B	BR	229	0.069884763	25	0.049181752
B	BR	229	0.069884763	26	0.049115282
B	BR	229	0.069884763	27	0.04903625
B	BR	229	0.069884763	28	0.048946072
B	BR	229	0.069884763	29	0.048867551
B	BR	229	0.069884763	30	0.04878358
B	BR	229	0.069884763	31	0.048710153
B	BR	229	0.069884763	32	0.048624556
B	BR	229	0.069884763	33	0.04855106
B	BR	229	0.069884763	34	0.048469867
B	BR	229	0.069884763	35	0.048401219
B	BR	229	0.069884763	36	0.048320634
B	BR	229	0.069884763	37	0.048238775
B	BR	229	0.069884763	38	0.048176465
B	BR	229	0.069884763	39	0.04808397
B	BR	229	0.069884763	40	0.048030657
B	BR	229	0.069884763	41	0.047940494
B	BR	229	0.069884763	42	0.047865784
B	BR	229	0.069884763	43	0.047801885
B	BR	229	0.069884763	44	0.047724995
B	BR	229	0.069884763	45	0.04765073
B	BR	229	0.069884763	46	0.047580353
B	BR	229	0.069884763	47	0.047516419
B	BR	229	0.069884763	48	0.047426689
B	BR	229	0.069884763	49	0.047353602
B	BR	229	0.069884763	50	0.047278293
B	BR	229	0.069884763	51	0.047204159
B	BR	229	0.069884763	52	0.047157298
B	BR	229	0.069884763	53	0.04709968
B	BR	229	0.069884763	54	0.047023281
B	BR	229	0.069884763	55	0.046937861
B	BR	229	0.069884763	56	0.046871696
B	BR	229	0.069884763	57	0.046795272
B	BR	229	0.069884763	58	0.046580657
B	BR	229	0.069884763	59	0.046545536
B	BR	229	0.069884763	60	0.046466294
B	BR	229	0.069884763	61	0.046399611
B	BR	229	0.069884763	62	0.046339265
B	BR	229	0.069884763	63	0.046259109
B	BR	229	0.069884763	64	0.046197155
B	BR	229	0.069884763	65	0.046129114
B	BR	229	0.069884763	66	0.046042077
B	BR	229	0.069884763	67	0.045957778
B	BR	229	0.069884763	68	0.045887328
B	BR	229	0.069884763	69	0.04582064
B	BR	229	0.069884763	70	0.045746345
B	BR	229	0.069884763	71	0.04565546
B	BR	229	0.069884763	72	0.04557082
B	BR	229	0.069884763	73	0.045501484
B	BR	229	0.069884763	74	0.045412966
B	BR	229	0.069884763	75	0.045322505
B	BR	229	0.069884763	76	0.045231012
B	BR	229	0.069884763	77	0.045146328
B	BR	229	0.069884763	78	0.045067703
B	BR	229	0.069884763	79	0.044972765
B	BR	229	0.069884763	80	0.044889702
B	BR	229	0.069884763	81	0.044811181
B	BR	229	0.069884763	82	0.04471813
B	BR	229	0.069884763	83	0.044652685
B	BR	229	0.069884763	84	0.044554591
B	BR	229	0.069884763	85	0.044501553
B	BR	229	0.069884763	86	0.044420377
B	BR	229	0.069884763	87	0.044327409
B	BR	229	0.069884763	88	0.044229817
B	BR	229	0.069884763	89	0.044141296
B	BR	229	0.069884763	90	0.044090668
B	BR	229	0.069884763	91	0.044011408
B	BR	229	0.069884763	92	0.043923103
B	BR	229	0.069884763	93	0.043839107
B	BR	229	0.069884763	94	0.043756927
B	BR	229	0.069884763	95	0.04366459
B	BR	229	0.069884763	96	0.043573924
B	BR	229	0.069884763	97	0.043501163
B	BR	229	0.069884763	98	0.043386541
B	BR	229	0.069884763	99	0.043299873
B	BR	229	0.069884763	100	0.043185953
B	BR	229	0.069884763	101	0.043101676
B	BR	229	0.069884763	102	0.042989271
B	BR	229	0.069884763	103	0.042902623
B	BR	229	0.069884763	104	0.042817766
B	BR	229	0.069884763	105	0.042737231
B	BR	229	0.069884763	106	0.042654867
B	BR	229	0.069884763	107	0.042561506
B	BR	229	0.069884763	108	0.04244225
B	BR	229	0.069884763	109	0.042362887
B	BR	229	0.069884763	110	0.042231014
B	BR	229	0.069884763	111	0.042141128
B	BR	229	0.069884763	112	0.042034865
B	BR	229	0.069884763	113	0.041929721
B	BR	229	0.069884763	114	0.041805113
B	BR	229	0.069884763	115	0.041680013
B	BR	229	0.069884763	116	0.041565334
B	BR	229	0.069884763	117	0.041442211
B	BR	229	0.069884763	118	0.041312308
B	BR	229	0.069884763	119	0.041209105
B	BR	229	0.069884763	120	0.041097631
B	BR	229	0.069884763	121	0.040968699
B	BR	229	0.069884763	122	0.040844068
B	BR	229	0.069884763	123	0.040706704
B	BR	229	0.069884763	124	0.040582942
B	BR	229	0.069884763	125	0.040452237
B	BR	229	0.069884763	126	0.040320389
B	BR	229	0.069884763	127	0.040169521
B	BR	229	0.069884763	128	0.040026252
B	BR	229	0.069884763	129	0.039874328
B	BR	229	0.069884763	130	0.039714513
B	BR	229	0.069884763	131	0.039543003
B	BR	229	0.069884763	132	0.039453149
B	BR	229	0.069884763	133	0.039306589
B	BR	229	0.069884763	134	0.039165618
B	BR	229	0.069884763	135	0.039017535
B	BR	229	0.069884763	136	0.038857881
B	BR	229	0.069884763	137	0.03866847
B	BR	229	0.069884763	138	0.038529625
B	BR	229	0.069884763	139	0.038345755
B	BR	229	0.069884763	140	0.038211752
B	BR	229	0.069884763	141	0.038069032
B	BR	229	0.069884763	142	0.037918701
B	BR	229	0.069884763	143	0.037744226
B	BR	229	0.069884763	144	0.037574043
B	BR	229	0.069884763	145	0.037433471
B	BR	229	0.069884763	146	0.037246754
B	BR	229	0.069884763	147	0.037058484
B	BR	229	0.069884763	148	0.036923637
B	BR	229	0.069884763	149	0.03671277
B	BR	229	0.069884763	150	0.036523753
B	BR	229	0.069884763	151	0.036336721
B	BR	229	0.069884763	152	0.036113197
B	BR	229	0.069884763	153	0.0359409
B	BR	229	0.069884763	154	0.035744332
B	BR	229	0.069884763	155	0.03554191
B	BR	229	0.069884763	156	0.035320143
B	BR	229	0.069884763	157	0.035121909
B	BR	229	0.069884763	158	0.034945503
B	BR	229	0.069884763	159	0.034729773
B	BR	229	0.069884763	160	0.034464178
B	BR	229	0.069884763	161	0.03421574
B	BR	229	0.069884763	162	0.033992427
B	BR	229	0.069884763	163	0.033785953
B	BR	229	0.069884763	164	0.033522635
B	BR	229	0.069884763	165	0.033242782
B	BR	229	0.069884763	166	0.032955792
B	BR	229	0.069884763	167	0.032736217
B	BR	229	0.069884763	168	0.032458828
B	BR	229	0.069884763	169	0.032245902
B	BR	229	0.069884763	170	0.031949223
B	BR	229	0.069884763	171	0.031669877
B	BR	229	0.069884763	172	0.031443294
B	BR	229	0.069884763	173	0.031187479
B	BR	229	0.069884763	174	0.030850365
B	BR	229	0.069884763	175	0.030537946
B	BR	229	0.069884763	176	0.030191588
B	BR	229	0.069884763	177	0.029829484
B	CA	6	0.052524769	1	0.039145202
B	CA	6	0.052524769	2	0.03580031
B	CA	6	0.052524769	3	0.030205318
B	CA	6	0.052524769	4	0.022251226
B	CN	261	0.037063865	1	0.029124326
B	CO	6	0.059290523	1	0.055109081
B	CO	6	0.059290523	2	0.053702066
B	CO	6	0.059290523	3	0.051839246
B	CO	6	0.059290523	4	0.049517836
B	CO	6	0.059290523	5	0.049516942
B	CU	5	0.060383703	1	0.051700763
B	CU	5	0.060383703	2	0.042083848
B	CU	5	0.060383703	3	0.032570033
B	CU	5	0.060383703	4	0.026609866
B	CY	83	0.063908364	1	0.048648693
B	CY	83	0.063908364	2	0.047187918
B	CY	83	0.063908364	3	0.046035142
B	CY	83	0.063908364	4	0.045085025
B	CY	83	0.063908364	5	0.044362039
B	CY	83	0.063908364	6	0.043838196
B	CY	83	0.063908364	7	0.043259968
B	CY	83	0.063908364	8	0.042779627
B	CY	83	0.063908364	9	0.042232234
B	CY	83	0.063908364	10	0.041596804
B	CY	83	0.063908364	11	0.041301656
B	CY	83	0.063908364	12	0.040994963
B	CY	83	0.063908364	13	0.040624384
B	CY	83	0.063908364	14	0.040336009
B	CY	83	0.063908364	15	0.04007572
B	CY	83	0.063908364	16	0.040022265
B	CY	83	0.063908364	17	0.03978742
B	CY	83	0.063908364	18	0.039500363
B	CY	83	0.063908364	19	0.039284508
B	CY	83	0.063908364	20	0.03907351
B	CY	83	0.063908364	21	0.038854317
B	CY	83	0.063908364	22	0.038585562
B	CY	83	0.063908364	23	0.038300523
B	CY	83	0.063908364	24	0.038005023
B	CY	83	0.063908364	25	0.037700389
B	CY	83	0.063908364	26	0.037453604
B	CY	83	0.063908364	27	0.037166794
B	CY	83	0.063908364	28	0.036888187
B	CY	83	0.063908364	29	0.036615883
B	CY	83	0.063908364	30	0.036298578
B	CY	83	0.063908364	31	0.036017627
B	CY	83	0.063908364	32	0.035738677
B	CY	83	0.063908364	33	0.035398484
B	CY	83	0.063908364	34	0.035035485
B	CY	83	0.063908364	35	0.03467606
B	CY	83	0.063908364	36	0.034257291
B	CY	83	0.063908364	37	0.033889354
B	CY	83	0.063908364	38	0.03347326
